epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_loss
,0.001,3109,,,
21,,3109,,1.2051501274108887,
,0.001,3119,,,
21,,3119,,1.2776765823364258,
,0.001,3129,,,
21,,3129,,1.0247255563735962,
,0.001,3139,,,
21,,3139,,0.928075909614563,
,0.001,3149,,,
21,,3149,,1.1204662322998047,
,0.001,3159,,,
21,,3159,,1.204250454902649,
,0.001,3169,,,
21,,3169,,0.9614135026931763,
,0.001,3179,,,
21,,3179,,1.1388187408447266,
,0.001,3189,,,
21,,3189,,0.641722559928894,
21,,3189,,,1.584533452987671
21,,3189,1.1457267999649048,,
,0.001,3199,,,
22,,3199,,1.0771827697753906,
,0.001,3209,,,
22,,3209,,1.2297662496566772,
,0.001,3219,,,
22,,3219,,0.9841285347938538,
,0.001,3229,,,
22,,3229,,1.0991113185882568,
,0.001,3239,,,
22,,3239,,1.06284499168396,
,0.001,3249,,,
22,,3249,,1.1024590730667114,
,0.001,3259,,,
22,,3259,,1.0234339237213135,
,0.001,3269,,,
22,,3269,,1.123054027557373,
,0.001,3279,,,
22,,3279,,1.1026787757873535,
,0.001,3289,,,
22,,3289,,1.037531852722168,
,0.001,3299,,,
22,,3299,,1.2795405387878418,
,0.001,3309,,,
22,,3309,,1.1559656858444214,
,0.001,3319,,,
22,,3319,,1.065948724746704,
,0.001,3329,,,
22,,3329,,1.3042124509811401,
22,,3334,,,1.6189138889312744
22,,3334,1.095343828201294,,
,0.001,3339,,,
23,,3339,,1.0658286809921265,
,0.001,3349,,,
23,,3349,,1.1303818225860596,
,0.001,3359,,,
23,,3359,,0.9201420545578003,
,0.001,3369,,,
23,,3369,,1.0176945924758911,
,0.001,3379,,,
23,,3379,,1.0591590404510498,
,0.001,3389,,,
23,,3389,,1.2036418914794922,
,0.001,3399,,,
23,,3399,,1.205444574356079,
,0.001,3409,,,
23,,3409,,0.9365662336349487,
,0.001,3419,,,
23,,3419,,0.9998463988304138,
,0.001,3429,,,
23,,3429,,1.2627336978912354,
,0.001,3439,,,
23,,3439,,1.2324135303497314,
,0.001,3449,,,
23,,3449,,0.9347447156906128,
,0.001,3459,,,
23,,3459,,1.0562385320663452,
,0.001,3469,,,
23,,3469,,1.2334307432174683,
,0.001,3479,,,
23,,3479,,0.18703629076480865,
23,,3479,,,1.7434301376342773
23,,3479,1.054337501525879,,
,0.001,3489,,,
24,,3489,,0.9910974502563477,
,0.001,3499,,,
24,,3499,,1.0286881923675537,
,0.001,3509,,,
24,,3509,,0.9150941371917725,
,0.001,3519,,,
24,,3519,,1.0963506698608398,
,0.001,3529,,,
24,,3529,,1.1164727210998535,
,0.001,3539,,,
24,,3539,,0.9250752329826355,
,0.001,3549,,,
24,,3549,,1.1062895059585571,
,0.001,3559,,,
24,,3559,,1.0372421741485596,
,0.001,3569,,,
24,,3569,,1.1238999366760254,
,0.001,3579,,,
24,,3579,,1.1047523021697998,
,0.001,3589,,,
24,,3589,,1.0229907035827637,
,0.001,3599,,,
24,,3599,,1.0558104515075684,
,0.001,3609,,,
24,,3609,,0.9978788495063782,
,0.001,3619,,,
24,,3619,,1.092106580734253,
24,,3624,,,1.6440677642822266
24,,3624,1.0234644412994385,,
,0.001,3629,,,
25,,3629,,0.8850845098495483,
,0.001,3639,,,
25,,3639,,0.8168712258338928,
,0.001,3649,,,
25,,3649,,0.8129258155822754,
,0.001,3659,,,
25,,3659,,1.1245229244232178,
,0.001,3669,,,
25,,3669,,0.8677767515182495,
,0.001,3679,,,
25,,3679,,0.9848928451538086,
,0.001,3689,,,
25,,3689,,0.8756640553474426,
,0.001,3699,,,
25,,3699,,1.0924315452575684,
,0.001,3709,,,
25,,3709,,0.8794270753860474,
,0.001,3719,,,
25,,3719,,1.0009491443634033,
,0.001,3729,,,
25,,3729,,1.001911997795105,
,0.001,3739,,,
25,,3739,,0.8794287443161011,
,0.001,3749,,,
25,,3749,,0.813387393951416,
,0.001,3759,,,
25,,3759,,1.0283730030059814,
,0.001,3769,,,
25,,3769,,0.22709763050079346,
25,,3769,,,1.512363076210022
25,,3769,0.985483705997467,,
,0.001,3779,,,
26,,3779,,0.6926572918891907,
,0.001,3789,,,
26,,3789,,0.766907811164856,
,0.001,3799,,,
26,,3799,,0.915725588798523,
,0.001,3809,,,
26,,3809,,0.8492681980133057,
,0.001,3819,,,
26,,3819,,0.8151453733444214,
,0.001,3829,,,
26,,3829,,0.8333359956741333,
,0.001,3839,,,
26,,3839,,1.135432243347168,
,0.001,3849,,,
26,,3849,,0.828757643699646,
,0.001,3859,,,
26,,3859,,0.9837825298309326,
,0.001,3869,,,
26,,3869,,1.008812665939331,
,0.001,3879,,,
26,,3879,,0.9443320035934448,
,0.001,3889,,,
26,,3889,,0.954409122467041,
,0.001,3899,,,
26,,3899,,0.9493263959884644,
,0.001,3909,,,
26,,3909,,0.9604805707931519,
26,,3914,,,1.5826698541641235
26,,3914,0.9529379606246948,,
,0.001,3919,,,
27,,3919,,0.9660763740539551,
,0.001,3929,,,
27,,3929,,0.8747094869613647,
,0.001,3939,,,
27,,3939,,0.906767725944519,
,0.001,3949,,,
27,,3949,,0.8606897592544556,
,0.001,3959,,,
27,,3959,,0.879459023475647,
,0.001,3969,,,
27,,3969,,0.9370678663253784,
,0.001,3979,,,
27,,3979,,1.0383000373840332,
,0.001,3989,,,
27,,3989,,0.8209025859832764,
,0.001,3999,,,
27,,3999,,1.1563763618469238,
,0.001,4009,,,
27,,4009,,1.0621061325073242,
,0.001,4019,,,
27,,4019,,1.0069259405136108,
,0.001,4029,,,
27,,4029,,1.0925084352493286,
,0.001,4039,,,
27,,4039,,0.8541289567947388,
,0.001,4049,,,
27,,4049,,1.027597427368164,
,0.001,4059,,,
27,,4059,,0.1868104785680771,
27,,4059,,,1.5612205266952515
27,,4059,0.9464887976646423,,
,0.001,4069,,,
28,,4069,,1.0380182266235352,
,0.001,4079,,,
28,,4079,,0.9751118421554565,
,0.001,4089,,,
28,,4089,,0.856078028678894,
,0.001,4099,,,
28,,4099,,0.8198728561401367,
,0.001,4109,,,
28,,4109,,0.8983829021453857,
,0.001,4119,,,
28,,4119,,0.9083031415939331,
,0.001,4129,,,
28,,4129,,0.813141942024231,
